instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access
15454.0,1.0,0.42,0.4242,0.5,0.1343,4.0,7.0,11.0,élevé,occasionnel,45788,commercial,4,9,93,4
15455.0,1.0,0.42,0.4760846711064376,0.47,0.2985,0.0,3.0,3.0,moyen,occasionnel,31646,commercial,2,7,62,6
15456.0,1.0,0.4,0.4091,0.5,0.2537,0.0,10.0,10.0,faible,frequent,56446,commercial,3,5,9,1
15457.0,1.0,0.36,0.3485,0.5,0.1642,0.0,42.0,42.0,élevé,occasionnel,90435,commercial,1,1,4,7
15458.0,1.0,0.36,0.3485,0.5,0.1642,1.0,158.0,159.0,moyen,frequent,38873,residentiel,2,2,46,3
15459.0,1.4258026853473438,0.4973845615671642,0.3333,0.5,0.2537,11.0,467.0,478.0,moyen,occasionnel,90306,residentiel,2,8,50,4
15460.0,1.0,0.38,0.3939,0.46,0.3881,25.0,773.0,798.0,élevé,occasionnel,57736,commercial,4,7,48,3
15461.0,1.0,0.4,0.4091,0.43,0.3881,27.0,328.0,355.0,élevé,frequent,28317,commercial,3,4,12,7
15462.0,1.0,0.44,0.4394,0.41,0.3582,39.0,165.0,204.0,moyen,occasionnel,39166,residentiel,5,2,27,10
15463.0,1.0,0.46,0.4545,0.36,0.0,76.0,175.0,251.0,élevé,occasionnel,43859,residentiel,3,9,60,7
15464.0,1.0,0.4973845615671642,0.4545,0.36,0.0,47.0,279.0,326.0,faible,frequent,20593,commercial,5,5,29,2
15465.0,1.0,0.5,0.4848,0.31,0.1045,48.0,243.0,291.0,faible,occasionnel,24126,residentiel,5,6,18,3
15466.0,1.0,0.52,0.5,0.32,0.0896,78.0,270.0,348.0,élevé,occasionnel,73364,residentiel,3,7,93,5
15467.0,1.0,0.52,0.4760846711064376,0.34,0.1642,102.0,358.0,460.0,moyen,frequent,57945,commercial,3,7,24,6
15468.0,1.0,0.5,0.4848,0.36,0.1343,68.0,413.0,481.0,élevé,occasionnel,78702,commercial,3,5,41,3
15469.0,1.0,0.5,0.4848,0.39,0.2836,90.0,737.0,827.0,faible,frequent,39904,commercial,1,2,53,8
15470.0,1.0,0.46,0.4545,0.44,0.1642,64.0,628.0,692.0,élevé,frequent,59545,residentiel,4,5,34,7
15471.0,1.0,0.44,0.4394,0.51,0.1343,81.0,662.0,743.0,moyen,frequent,45531,residentiel,2,3,75,7
15472.0,1.0,0.42,0.4242,0.62,0.1642,27.0,388.0,415.0,moyen,frequent,23924,residentiel,2,10,90,6
15473.0,1.0,0.42,0.4242,0.62,0.1343,24.0,236.0,260.0,moyen,occasionnel,38653,commercial,1,3,62,8
15474.0,1.0,0.4,0.4091,0.66,0.1642,10.0,167.0,177.0,élevé,occasionnel,36597,commercial,2,4,83,4
15475.0,1.0,0.42,0.4242,0.58,0.0896,10.0,176.0,186.0,élevé,frequent,80284,residentiel,2,5,80,5
15476.0,1.0,0.4,0.4091,0.66,0.1045,8.0,60.0,68.0,faible,frequent,25332,commercial,3,7,79,2
15477.0,1.0,0.4,0.4091,0.66,0.0896,8.0,29.0,37.0,élevé,occasionnel,56474,commercial,4,10,44,9
15478.0,1.4258026853473438,0.4,0.4091,0.66,0.0896,0.0,16.0,16.0,faible,frequent,69910,commercial,4,2,13,8
15479.0,1.0,0.36,0.3636,0.76,0.0896,0.0,6.0,6.0,moyen,occasionnel,58433,residentiel,5,6,30,10
15480.0,1.0,0.36,0.3636,0.76,0.1045,0.0,8.0,8.0,moyen,frequent,81917,residentiel,1,7,9,10
15481.0,1.0,0.36,0.3636,0.81,0.1900632159104164,2.0,33.0,35.0,faible,occasionnel,53339,commercial,4,3,1,2
15482.0,1.0,0.34,0.3485,0.81,0.0896,3.0,140.0,143.0,faible,occasionnel,25336,commercial,3,5,5,5
15483.0,1.0,0.36,0.3636,0.81,0.0896,8.0,384.0,392.0,moyen,frequent,92259,commercial,2,5,64,5
15484.0,1.0,0.42,0.4242,0.71,0.0896,34.0,711.0,745.0,faible,occasionnel,84743,residentiel,5,1,98,1
15485.0,1.0,0.5,0.4848,0.39,0.2985,26.0,374.0,400.0,élevé,occasionnel,62062,commercial,4,6,61,3
15486.0,1.0,0.52,0.5,0.36,0.2985,75.0,200.0,275.0,moyen,frequent,68149,residentiel,3,9,2,4
15487.0,1.0,0.54,0.5152,0.37,0.3582,61.0,252.0,313.0,faible,occasionnel,74884,residentiel,1,2,51,9
15488.0,1.0,0.54,0.5152,0.39,0.4627,75.0,312.0,387.0,moyen,occasionnel,97263,commercial,5,1,34,10
15489.0,1.0,0.56,0.5303,0.37,0.3881,81.0,300.0,381.0,élevé,occasionnel,30919,commercial,1,1,31,8
15490.0,1.0,0.56,0.5303,0.37,0.4627,109.0,262.0,371.0,moyen,occasionnel,72616,commercial,1,4,99,8
15491.0,1.0,0.52,0.5,0.42,0.4478,138.0,317.0,455.0,élevé,occasionnel,29847,commercial,4,8,7,1
15492.0,1.0,0.46,0.4545,0.41,0.3582,108.0,412.0,520.0,faible,frequent,44887,residentiel,4,10,20,7
15493.0,1.0,0.46,0.4545,0.38,0.3881,131.0,706.0,837.0,moyen,frequent,33107,commercial,2,9,44,7
15494.0,1.0,0.44,0.4394,0.38,0.2985,76.0,566.0,642.0,faible,frequent,55913,commercial,3,7,50,10
15495.0,1.0,0.42,0.4242,0.6267715067854855,0.2239,40.0,453.0,493.0,moyen,occasionnel,37252,commercial,4,10,83,10
15496.0,1.0,0.42,0.4242,0.47,0.1343,28.0,280.0,308.0,moyen,occasionnel,96032,commercial,2,1,85,3
15497.0,1.0,0.4,0.4091,0.54,0.194,21.0,169.0,190.0,moyen,occasionnel,50125,residentiel,2,7,19,10
15498.0,1.0,0.4,0.4091,0.47,0.2985,17.0,143.0,160.0,élevé,frequent,28106,commercial,4,4,52,7
15499.0,1.0,0.36,0.3485,0.57,0.194,11.0,89.0,100.0,élevé,occasionnel,54679,residentiel,5,6,79,3
15500.0,1.0,0.36,0.3636,0.57,0.1900632159104164,31.0,218.0,249.0,élevé,occasionnel,77789,residentiel,5,8,35,5
15501.0,1.4258026853473438,0.34,0.3333,0.53,0.1343,23.0,123.0,146.0,faible,frequent,84071,commercial,3,1,75,7
15502.0,1.0,0.34,0.3333,0.53,0.194,7.0,60.0,67.0,faible,frequent,67279,commercial,4,4,3,10
15503.0,1.0,0.32,0.303,0.66,0.2239,2.0,13.0,15.0,élevé,frequent,26915,residentiel,2,9,54,2
15504.0,1.4258026853473438,0.3,0.303,0.65,0.1900632159104164,2.0,9.0,11.0,élevé,frequent,67774,residentiel,2,5,84,9
15505.0,1.0,0.3,0.2879,0.61,0.194,0.0,11.0,11.0,moyen,occasionnel,94869,residentiel,3,2,93,3
15506.0,1.0,0.3,0.2879,0.61,0.194,5.0,23.0,28.0,faible,occasionnel,82346,commercial,4,7,88,5
15507.0,1.0,0.3,0.303,0.61,0.1642,10.0,60.0,70.0,moyen,occasionnel,87402,residentiel,2,6,8,8
15508.0,1.0,0.34,0.3485,0.53,0.1045,23.0,151.0,174.0,faible,frequent,74892,residentiel,4,8,25,2
15509.0,1.0,0.36,0.3636,0.5,0.0896,46.0,220.0,266.0,élevé,frequent,88296,residentiel,2,5,32,1
15510.0,1.0,0.4,0.4091,0.43,0.0,82.0,265.0,189.44106486076245,élevé,frequent,40300,commercial,2,7,39,6
15511.0,1.0,0.42,0.4760846711064376,0.35,0.1343,192.0,335.0,527.0,moyen,frequent,87741,residentiel,3,7,49,10
15512.0,1.0,0.44,0.4394,0.35,0.0,202.0,371.0,573.0,faible,frequent,84175,commercial,3,7,33,1
8678.806666277509,1.0,0.46,0.4545,0.36,0.194,235.0,435.0,670.0,élevé,frequent,58173,commercial,1,1,95,7
15514.0,1.0,0.48,0.4697,0.33,0.194,243.0,354.0,597.0,faible,frequent,65886,residentiel,1,6,92,10
15515.0,1.0,0.5,0.4848,0.36,0.194,251.0,364.0,615.0,faible,frequent,65691,commercial,3,3,45,1
15516.0,1.0,0.5,0.4848,0.31,0.194,294.0,343.0,637.0,moyen,occasionnel,34645,commercial,2,9,77,4
15517.0,1.0,0.46,0.4545,0.38,0.1642,193.0,335.0,528.0,élevé,occasionnel,67836,residentiel,1,8,75,3
15518.0,1.0,0.46,0.4545,0.44,0.1900632159104164,174.0,299.0,473.0,faible,occasionnel,26157,commercial,5,2,69,2
15519.0,1.0,0.44,0.4394,0.44,0.1642,73.0,259.0,332.0,faible,occasionnel,52697,commercial,1,5,100,8
15520.0,1.0,0.4,0.4091,0.54,0.0896,57.0,198.0,255.0,faible,frequent,83293,residentiel,2,5,57,5
15521.0,1.0,0.4,0.4091,0.58,0.194,47.0,157.0,204.0,moyen,occasionnel,25913,commercial,5,6,95,9
15522.0,1.0,0.4,0.4091,0.62,0.0,33.0,156.0,189.0,moyen,frequent,66741,commercial,4,4,97,2
15523.0,1.0,0.42,0.4242,0.58,0.2985,27.0,98.0,125.0,moyen,occasionnel,88709,residentiel,2,10,21,10
15524.0,1.0,0.4,0.4091,0.71,0.2537,8.0,103.0,111.0,élevé,frequent,60499,commercial,2,4,35,9
15525.0,1.0,0.42,0.4242,0.77,0.2836,16.0,96.0,112.0,faible,frequent,69953,residentiel,3,9,15,4
15526.0,1.0,0.4,0.4091,0.76,0.0896,8.0,58.0,66.0,moyen,occasionnel,75796,residentiel,2,5,33,2
15527.0,1.4258026853473438,0.42,0.4242,0.77,0.2985,3.0,25.0,28.0,moyen,occasionnel,78468,residentiel,3,3,48,2
15528.0,1.0,0.42,0.4242,0.77,0.2836,2.0,10.0,12.0,élevé,occasionnel,30276,commercial,5,9,17,4
15529.0,1.0,0.4,0.4091,0.82,0.194,5.0,6.0,11.0,faible,occasionnel,38406,commercial,2,4,94,5
15530.0,1.0,0.4,0.4091,0.82,0.1642,4.0,20.0,24.0,moyen,frequent,63654,residentiel,1,1,67,9
15531.0,1.0,0.42,0.4242,0.82,0.2239,7.0,44.0,51.0,moyen,occasionnel,89465,commercial,2,9,26,9
15532.0,1.0,0.4973845615671642,0.4394,0.77,0.194,28.0,104.0,132.0,faible,occasionnel,37716,residentiel,1,8,69,2
15533.0,2.0,0.48,0.4697,0.67,0.2836,62.0,161.0,223.0,élevé,occasionnel,76810,residentiel,4,3,99,2
15534.0,1.0,0.54,0.5152,0.56,0.194,150.0,278.0,428.0,élevé,frequent,66201,commercial,3,10,84,3
15535.0,1.0,0.56,0.5303,0.52,0.2985,156.0,338.0,494.0,élevé,frequent,65689,commercial,5,2,100,8
15536.0,1.0,0.62,0.6212,0.46,0.3284,35.62439423133065,362.0,562.0,faible,frequent,70772,residentiel,5,6,30,1
15537.0,1.0,0.64,0.6212,0.41,0.4478,218.0,401.0,619.0,faible,frequent,81200,commercial,1,1,57,3
15538.0,1.0,0.66,0.6212,0.39,0.4179,249.0,368.0,617.0,élevé,occasionnel,65486,commercial,2,8,74,2
15539.0,1.0,0.66,0.6212,0.39,0.4179,213.0,153.42456896551724,568.0,moyen,occasionnel,83514,residentiel,5,10,48,9
15540.0,1.0,0.4973845615671642,0.4760846711064376,0.41,0.2985,203.0,378.0,581.0,faible,frequent,38929,commercial,1,6,57,9
15541.0,1.0,0.64,0.6212,0.44,0.194,193.0,346.0,539.0,élevé,occasionnel,59115,residentiel,2,6,16,5
15542.0,1.0,0.58,0.4760846711064376,0.6,0.2537,134.0,319.0,453.0,élevé,frequent,50664,residentiel,3,7,97,1
15543.0,1.0,0.56,0.5303,0.6267715067854855,0.2239,68.0,268.0,336.0,moyen,frequent,24007,commercial,5,4,84,2
15544.0,1.0,0.54,0.5152,0.73,0.2239,48.0,198.0,189.44106486076245,faible,frequent,94041,commercial,2,9,47,8
15545.0,1.0,0.56,0.5303,0.73,0.1900632159104164,40.0,156.0,196.0,faible,occasionnel,55179,commercial,1,1,28,8
15546.0,1.4258026853473438,0.56,0.5303,0.73,0.3881,38.0,87.0,125.0,faible,occasionnel,75970,residentiel,4,4,48,2
15547.0,2.0,0.56,0.5303,0.68,0.2836,27.0,78.0,105.0,faible,frequent,46558,commercial,4,5,17,10
15548.0,2.0,0.56,0.5303,0.73,0.2537,17.0,31.0,48.0,faible,frequent,53385,residentiel,2,10,84,8
15549.0,2.0,0.58,0.5455,0.64,0.3881,5.0,24.0,29.0,faible,frequent,86884,residentiel,4,8,13,10
15550.0,2.0,0.58,0.5455,0.6267715067854855,0.3582,1.0,5.0,6.0,élevé,occasionnel,44502,commercial,2,4,34,10
15551.0,2.0,0.56,0.4760846711064376,0.73,0.2537,2.0,2.0,4.0,faible,frequent,35821,commercial,1,7,62,1
15552.0,2.0,0.56,0.5303,0.68,0.2239,1.0,9.0,10.0,élevé,occasionnel,47289,commercial,4,4,7,1
15553.0,2.0,0.56,0.5303,0.73,0.2836,2.0,38.0,40.0,faible,frequent,56101,commercial,4,10,57,3
15554.0,2.0,0.56,0.5303,0.73,0.2985,6.0,141.0,147.0,faible,frequent,82932,commercial,1,7,58,8
15555.0,2.0,0.58,0.5455,0.68,0.3284,15.0,461.0,476.0,moyen,frequent,26491,commercial,2,5,21,3
15556.0,2.0,0.6,0.6061,0.64,0.3881,24.0,713.0,737.0,faible,occasionnel,52024,commercial,3,6,81,3
15557.0,3.0,0.6,0.5909,0.69,0.3881,31.0,153.42456896551724,359.0,élevé,frequent,46342,residentiel,5,3,22,4
15558.0,2.0,0.6,0.5909,0.73,0.3881,43.0,125.0,168.0,élevé,frequent,75809,commercial,1,6,23,9
15559.0,2.0,0.6,0.5909,0.73,0.3881,88.0,175.0,263.0,faible,frequent,38825,residentiel,1,3,52,8
15560.0,3.0,0.6,0.5758,0.78,0.3284,73.0,211.0,284.0,élevé,frequent,99079,residentiel,4,8,6,9
15561.0,2.0,0.56,0.5303,0.88,0.2239,37.0,109.0,146.0,élevé,occasionnel,91766,residentiel,4,6,80,8
15562.0,2.0,0.6,0.5758,0.78,0.2836,57.0,128.0,185.0,élevé,frequent,94232,residentiel,1,6,88,3
15563.0,1.0,0.6,0.5758,0.78,0.3284,70.0,190.0,260.0,moyen,occasionnel,61348,residentiel,1,10,19,1
15564.0,1.0,0.56,0.5303,0.64,0.2985,76.0,371.0,447.0,faible,frequent,80345,residentiel,3,6,42,7
15565.0,1.0,0.56,0.5303,0.64,0.2537,96.0,153.42456896551724,766.0,moyen,occasionnel,36897,commercial,2,9,31,1
15566.0,3.0,0.54,0.5152,0.77,0.1343,52.0,540.0,592.0,moyen,occasionnel,37818,commercial,4,7,16,4
15567.0,3.0,0.52,0.5,0.83,0.0896,12.0,227.0,239.0,élevé,occasionnel,58487,commercial,4,7,18,5
15568.0,2.0,0.52,0.5,0.72,0.3881,19.0,237.0,256.0,moyen,occasionnel,88883,residentiel,2,10,56,3
15569.0,1.0,0.52,0.5,0.59,0.3284,16.0,190.0,206.0,moyen,frequent,27583,commercial,2,1,10,6
15570.0,1.0,0.5,0.4848,0.59,0.2836,8.0,118.0,126.0,élevé,occasionnel,74396,residentiel,3,3,99,1
15571.0,1.0,0.46,0.4545,0.63,0.2239,9.0,72.0,81.0,élevé,occasionnel,39711,residentiel,4,1,46,4
15572.0,1.0,0.46,0.4545,0.63,0.3881,3.0,45.0,48.0,moyen,occasionnel,55923,residentiel,2,9,57,8
15573.0,1.0,0.44,0.4394,0.67,0.194,4.0,9.0,13.0,élevé,occasionnel,25435,commercial,3,5,26,9
15574.0,1.0,0.44,0.4394,0.67,0.1343,2.0,153.42456896551724,3.0,élevé,frequent,68837,commercial,2,3,8,6
8678.806666277509,1.0,0.42,0.4242,0.67,0.1045,0.0,2.0,2.0,moyen,frequent,63668,residentiel,2,8,8,9
15576.0,1.0,0.42,0.4242,0.67,0.1642,0.0,7.0,7.0,élevé,frequent,90461,residentiel,1,2,50,6
15577.0,1.0,0.42,0.4242,0.67,0.2537,5.0,47.0,52.0,moyen,occasionnel,99319,commercial,4,2,36,8
15578.0,1.0,0.42,0.4242,0.67,0.1642,4.0,168.0,172.0,faible,frequent,82798,commercial,2,7,92,9
8678.806666277509,1.0,0.42,0.4242,0.67,0.0896,20.0,505.0,525.0,moyen,frequent,88168,commercial,5,1,95,1
15580.0,1.0,0.44,0.4394,0.62,0.0,35.0,800.0,835.0,moyen,occasionnel,36917,residentiel,3,6,67,5
15581.0,1.0,0.48,0.4697,0.55,0.2537,32.0,323.0,355.0,faible,occasionnel,67465,residentiel,2,9,21,10
15582.0,1.0,0.5,0.4848,0.48,0.2836,65.0,153.42456896551724,222.0,faible,occasionnel,26702,commercial,1,6,12,6
15583.0,1.0,0.5,0.4848,0.45,0.4179,56.0,172.0,228.0,faible,frequent,27494,commercial,4,5,90,5
15584.0,2.0,0.52,0.5,0.45,0.3284,69.0,256.0,325.0,moyen,frequent,28380,residentiel,2,7,69,8
15585.0,1.0,0.52,0.5,0.45,0.2836,68.0,260.0,328.0,moyen,frequent,61864,residentiel,2,4,68,6
15586.0,1.0,0.54,0.5152,0.39,0.2537,94.0,214.0,308.0,moyen,occasionnel,43053,residentiel,1,6,54,9
15587.0,1.0,0.54,0.5152,0.41,0.3284,76.0,270.0,346.0,moyen,frequent,72752,commercial,3,1,46,2
15588.0,1.0,0.54,0.5152,0.39,0.2836,79.0,367.0,446.0,faible,frequent,80998,commercial,3,3,95,10
15589.0,1.0,0.52,0.5,0.39,0.194,104.0,153.42456896551724,943.0,moyen,occasionnel,73644,commercial,4,8,43,10
15590.0,1.0,0.5,0.4848,0.42,0.1642,71.0,767.0,838.0,élevé,occasionnel,38328,residentiel,3,7,29,8
15591.0,1.0,0.48,0.4697,0.48,0.0,40.0,491.0,531.0,élevé,occasionnel,43581,commercial,2,3,66,1
15592.0,1.0,0.46,0.4545,0.55,0.0,35.0,397.0,432.0,moyen,frequent,86855,commercial,4,8,52,6
15593.0,1.0,0.46,0.4545,0.63,0.0,19.0,176.0,195.0,moyen,occasionnel,58012,commercial,3,9,97,6
15594.0,1.0,0.4,0.4091,0.71,0.0896,18.0,163.0,181.0,élevé,occasionnel,28670,commercial,1,7,63,4
15595.0,1.0,0.4,0.4091,0.71,0.0,23.0,176.0,199.0,moyen,frequent,70540,commercial,5,9,48,3
15596.0,1.0,0.38,0.3939,0.76,0.0,1.0,48.0,189.44106486076245,élevé,frequent,62978,residentiel,4,10,83,1
15597.0,1.0,0.38,0.3939,0.76,0.0,3.0,14.0,17.0,moyen,occasionnel,71133,residentiel,5,4,20,5
15598.0,1.0,0.38,0.3939,0.76,0.0,4.0,12.0,16.0,faible,occasionnel,29838,commercial,1,10,93,8
15599.0,1.0,0.36,0.3788,0.87,0.0,0.0,7.0,189.44106486076245,élevé,frequent,67982,commercial,3,9,48,3
15600.0,1.0,0.36,0.3636,0.81,0.0896,0.0,4.0,4.0,élevé,frequent,56324,commercial,1,5,54,8
15601.0,2.0,0.36,0.3788,0.81,0.0,2.0,39.0,41.0,faible,frequent,70811,commercial,1,1,6,4
15602.0,1.0,0.38,0.3939,0.82,0.0,7.0,171.0,178.0,moyen,frequent,53226,residentiel,1,8,72,4
15603.0,1.0,0.36,0.3636,0.81,0.1045,15.0,449.0,464.0,élevé,occasionnel,28278,residentiel,4,9,41,3
15604.0,2.0,0.4,0.4091,0.76,0.0,38.0,779.0,817.0,faible,occasionnel,77052,residentiel,1,1,55,2
15605.0,2.0,0.42,0.4242,0.77,0.0,38.0,344.0,382.0,élevé,frequent,25582,residentiel,3,7,9,6
15606.0,2.0,0.4973845615671642,0.4545,0.67,0.0,60.0,168.0,228.0,moyen,occasionnel,37403,commercial,4,4,87,7
15607.0,2.0,0.5,0.4848,0.51,0.0896,78.0,156.0,234.0,faible,occasionnel,63424,residentiel,4,9,7,2
15608.0,2.0,0.52,0.5,0.48,0.1642,71.0,261.0,332.0,faible,frequent,92276,residentiel,3,4,61,7
15609.0,2.0,0.54,0.5152,0.49,0.1343,73.0,237.0,310.0,élevé,frequent,53173,residentiel,3,4,25,1
15610.0,2.0,0.56,0.5303,0.43,0.1642,82.0,188.0,270.0,faible,occasionnel,90374,residentiel,3,3,73,5
15611.0,2.0,0.58,0.5455,0.43,0.2239,62.0,239.0,301.0,faible,frequent,31419,residentiel,4,7,37,1
15612.0,1.0,0.56,0.5303,0.52,0.194,70.0,396.0,466.0,faible,frequent,89163,residentiel,1,3,49,8
15613.0,1.0,0.54,0.5152,0.56,0.1045,122.0,766.0,888.0,moyen,occasionnel,68283,residentiel,5,10,2,9
15614.0,1.0,0.52,0.5,0.59,0.1642,90.0,794.0,884.0,moyen,occasionnel,85289,commercial,4,10,36,8
15615.0,1.0,0.5,0.4848,0.72,0.194,49.0,467.0,516.0,faible,occasionnel,57182,commercial,4,6,65,1
15616.0,1.0,0.5,0.4848,0.72,0.1343,54.0,360.0,414.0,faible,frequent,45391,commercial,3,2,78,8
15617.0,1.0,0.46,0.4545,0.82,0.194,28.0,301.0,329.0,élevé,occasionnel,78126,residentiel,5,10,81,5
15618.0,1.0,0.46,0.4545,0.88,0.2537,17.0,198.0,215.0,moyen,occasionnel,55526,commercial,1,3,80,3
15619.0,1.0,0.46,0.4545,0.88,0.2239,15.0,84.0,99.0,élevé,occasionnel,69268,residentiel,3,9,96,7
15620.0,1.0,0.46,0.4545,0.88,0.194,4.0,53.0,57.0,faible,frequent,40687,commercial,1,1,23,1
15621.0,1.0,0.46,0.4545,0.82,0.2239,0.0,14.0,14.0,moyen,frequent,92150,residentiel,3,9,90,3
15622.0,1.0,0.46,0.4545,0.82,0.194,1.0,13.0,14.0,élevé,occasionnel,91012,commercial,1,5,3,1
15623.0,1.0,0.44,0.4394,0.88,0.2239,0.0,5.0,5.0,faible,frequent,20969,residentiel,1,5,75,6
15624.0,1.0,0.44,0.4394,0.88,0.2239,0.0,5.0,5.0,moyen,occasionnel,60152,commercial,2,1,63,6
15625.0,1.0,0.44,0.4394,0.82,0.2239,1.0,41.0,42.0,faible,occasionnel,79155,residentiel,5,1,47,7
15626.0,1.0,0.44,0.4394,0.88,0.2985,3.0,150.0,153.0,moyen,frequent,26450,commercial,2,8,54,5
15627.0,1.0,0.44,0.4394,0.88,0.2537,20.0,488.0,508.0,faible,frequent,86131,residentiel,4,9,89,7
15628.0,1.0,0.46,0.4545,0.82,0.2537,31.0,803.0,834.0,faible,frequent,96153,commercial,1,6,46,10
15629.0,2.0,0.4973845615671642,0.4848,0.77,0.1642,41.0,346.0,387.0,élevé,frequent,38066,residentiel,3,10,99,8
15630.0,2.0,0.52,0.5,0.68,0.2239,60.0,158.0,218.0,faible,frequent,72850,commercial,2,6,18,2
15631.0,2.0,0.56,0.5303,0.56,0.2239,79.0,189.0,268.0,moyen,frequent,26126,residentiel,4,8,5,4
15632.0,2.0,0.6,0.6212,0.53,0.2537,93.0,284.0,377.0,moyen,occasionnel,36648,residentiel,5,3,13,5
15633.0,1.0,0.62,0.6212,0.53,0.1900632159104164,96.0,236.0,332.0,élevé,frequent,50795,residentiel,4,2,61,5
15634.0,2.0,0.62,0.6212,0.5,0.2985,94.0,153.42456896551724,285.0,élevé,occasionnel,20719,residentiel,4,8,26,5
15635.0,2.0,0.6,0.6061,0.6267715067854855,0.194,69.0,284.0,353.0,élevé,occasionnel,91986,commercial,1,5,23,6
15636.0,1.0,0.6,0.6212,0.56,0.2836,94.0,356.0,450.0,élevé,frequent,52127,residentiel,5,9,48,7
15637.0,2.0,0.58,0.5455,0.64,0.3284,102.0,788.0,890.0,moyen,occasionnel,83455,residentiel,2,2,38,2
15638.0,2.0,0.56,0.5303,0.64,0.3284,68.0,720.0,788.0,élevé,frequent,58673,commercial,1,9,17,9
15639.0,1.4258026853473438,0.56,0.5303,0.68,0.1900632159104164,42.0,471.0,513.0,élevé,frequent,75599,residentiel,1,9,87,8
15640.0,2.0,0.56,0.5303,0.68,0.2537,39.0,348.0,387.0,élevé,occasionnel,25963,residentiel,3,6,77,10
15641.0,2.0,0.54,0.5152,0.77,0.194,38.0,245.0,283.0,moyen,occasionnel,60909,residentiel,1,3,87,3
15642.0,2.0,0.54,0.5152,0.83,0.194,27.0,202.0,229.0,moyen,frequent,90063,commercial,4,6,56,4
15643.0,2.0,0.54,0.5152,0.83,0.0,6.0,111.0,117.0,faible,occasionnel,64918,commercial,3,4,54,7
15644.0,2.0,0.56,0.5303,0.83,0.1045,5.0,51.0,56.0,élevé,frequent,81202,commercial,4,4,25,8
15645.0,3.0,0.54,0.5152,0.88,0.0,4.0,12.0,16.0,moyen,occasionnel,74475,commercial,5,5,26,9
15646.0,1.4258026853473438,0.54,0.5152,0.88,0.0,1.0,9.0,10.0,faible,frequent,88002,commercial,1,10,68,5
15647.0,2.0,0.56,0.5303,0.83,0.0,0.0,5.0,5.0,moyen,frequent,76615,residentiel,1,1,92,6
15648.0,2.0,0.56,0.5303,0.6267715067854855,0.0,1.0,5.0,6.0,faible,occasionnel,93301,commercial,2,8,44,3
15649.0,2.0,0.54,0.5152,0.88,0.0,1.0,35.0,36.0,élevé,occasionnel,29549,residentiel,2,8,27,3
15650.0,3.0,0.54,0.5152,0.94,0.1642,5.0,126.0,131.0,faible,frequent,90350,commercial,1,10,89,1
15651.0,3.0,0.54,0.5152,0.94,0.0,5.0,149.0,154.0,faible,occasionnel,94397,residentiel,1,5,25,5
15652.0,2.0,0.54,0.5152,0.94,0.1045,20.0,447.0,467.0,faible,occasionnel,65065,commercial,5,7,44,3
15653.0,2.0,0.54,0.5152,0.94,0.1045,26.0,363.0,389.0,élevé,occasionnel,39711,residentiel,5,10,98,9
15654.0,2.0,0.58,0.5455,0.88,0.194,26.0,198.0,224.0,faible,occasionnel,57795,residentiel,5,4,93,1
15655.0,1.0,0.6,0.5606,0.83,0.194,41.0,211.0,252.0,moyen,occasionnel,74696,commercial,5,7,7,10
15656.0,1.0,0.64,0.6061,0.69,0.2239,35.62439423133065,258.0,332.0,élevé,occasionnel,91529,residentiel,3,9,43,4
15657.0,1.0,0.62,0.5909,0.73,0.2239,87.0,288.0,375.0,élevé,occasionnel,69240,commercial,2,1,25,5
15658.0,1.0,0.66,0.6212,0.61,0.2537,88.0,277.0,365.0,faible,occasionnel,93669,residentiel,3,6,79,1
15659.0,1.0,0.64,0.6061,0.65,0.2985,93.0,302.0,395.0,moyen,occasionnel,72511,residentiel,2,5,67,6
15660.0,3.0,0.62,0.6061,0.69,0.3582,131.0,434.0,565.0,moyen,occasionnel,20722,residentiel,5,4,37,4
15661.0,3.0,0.62,0.6061,0.69,0.3582,48.0,377.0,425.0,faible,frequent,94571,residentiel,3,2,42,2
15662.0,1.0,0.56,0.5303,0.83,0.1045,21.0,212.0,233.0,élevé,occasionnel,96273,residentiel,2,2,79,8
15663.0,1.0,0.54,0.5152,0.88,0.1642,19.0,213.0,232.0,faible,occasionnel,70038,commercial,4,10,55,1
15664.0,1.0,0.52,0.5,0.77,0.194,13.0,153.42456896551724,229.0,faible,occasionnel,43772,commercial,3,3,32,3
15665.0,1.0,0.5,0.4848,0.77,0.0,17.0,189.0,206.0,faible,frequent,48140,residentiel,2,5,95,5
15666.0,1.0,0.5,0.4848,0.77,0.0896,14.0,176.0,190.0,faible,occasionnel,24002,residentiel,2,1,15,1
15667.0,1.0,0.46,0.4545,0.88,0.1045,13.0,118.0,131.0,élevé,frequent,51125,commercial,4,4,73,5
15668.0,1.0,0.46,0.4545,0.82,0.1343,13.0,110.0,123.0,faible,frequent,86390,residentiel,2,6,6,6
15669.0,1.0,0.46,0.4545,0.72,0.1343,2.0,93.0,95.0,moyen,frequent,55219,commercial,5,8,79,2
15670.0,1.0,0.44,0.4394,0.77,0.1045,9.0,69.0,78.0,élevé,occasionnel,34264,residentiel,5,2,53,6
